name,city,primary_type,rating,reviews,dropped_at,drop_reason,google_place_id
City Nursing Home,Hyderabad,hospital,4.1,76,Stage 1b: Primary type,primary_type=hospital,ChIJwxiBzdyZyzsRHhVX2Epsfj0
City Pets Care Center,Delhi,veterinary_care,4.2,332,Stage 1b: Primary type,primary_type=veterinary_care,ChIJVcrEtiYbDTkREl13uFrLOE8
City care multispecility,Pune,hospital,,0,Stage 1b: Primary type,primary_type=hospital,ChIJm56c9pe_wjsR5_r4OpCPZsE
CityCare Medical Center,,hospital,4.6,106,Stage 1b: Primary type,primary_type=hospital,ChIJx1UoViW5wjsRsSjSAeykVac
Classy Heart care,Ahmedabad,hospital,4.1,14,Stage 1b: Primary type,primary_type=hospital,ChIJEe0lQ0-bXjkRItBDGNvNMYg
Clear Thoughts,Hyderabad,hospital,5,2,Stage 1b: Primary type,primary_type=hospital,ChIJB0nZlzGXyzsRtkLGhSiLRUc
Clinica Fai,Hyderabad,doctor,5,156,Stage 1b: Primary type,primary_type=doctor,ChIJe11q7j6VyzsRIzP7fe2q4ZM
Cloud 9 by Vivan & Addor,Ahmedabad,apartment_building,4.4,261,Stage 1b: Primary type,primary_type=apartment_building,ChIJn0dmpNuEXjkRBI_Q_yRI450
Cloudphysician Healthcare Pvt. Ltd.,Bengaluru,hospital,4.8,29,Stage 1b: Primary type,primary_type=hospital,ChIJXb4eL8gXrjsRxcAONH7e_-4
Clubhouse Nami Residency Sabarmati Riverfront Ahmedabad,Ahmedabad,hotel,4,3337,Stage 1b: Primary type,primary_type=hotel,ChIJ_53JyFWEXjkRond96Ik2cP0
Cmri Stroke Care,Kolkata,hospital,1,1,Stage 1b: Primary type,primary_type=hospital,ChIJv9YbaVl3AjoRlhrG3ac5Ruc
Code The Speakeasy Bar,Pune,bar,4.1,4438,Stage 1b: Primary type,primary_type=bar,ChIJKUifyE2-wjsRbKTi1KZLt9o
Codex healthcare,,manufacturer,4.8,152,Stage 1b: Primary type,primary_type=manufacturer,ChIJG0Li0ZfvOSIRv8pSizffU40
Cognihab,Jaipur,consultant,3.7,3,Stage 1b: Primary type,primary_type=consultant,ChIJQVvDRbu1bTkRkas7OZLickE
Comfort Health Care Home Patient Care Service,Faridabad,hospital,5,1,Stage 1b: Primary type,primary_type=hospital,ChIJbweJbQDdDDkR9jMobLRgxjo
Community center for seniors,Delhi,association_or_organization,4.5,2,Stage 1b: Primary type,primary_type=association_or_organization,ChIJm9_JNprjDDkRs9-JgYuOx10
Compassia Health Services,Kolkata,consultant,,0,Stage 1b: Primary type,primary_type=consultant,ChIJ-26aYWMcdE8RwkIue4sjqNM
Connect and Heal Primary Care Pvt. Ltd.,Bengaluru,corporate_office,4.7,3048,Stage 1b: Primary type,primary_type=corporate_office,ChIJ3S76KEIVrjsRUTssFvpTiJQ
Continental Hospitals,,general_hospital,4.7,23990,Stage 1b: Primary type,primary_type=general_hospital,ChIJofXk3n-UyzsRn6fj0rQJygI
Core Concept - Dr Umesh D Falak (Non Surgical Advanced Spine & Joint Rehab Wellness Centre.),Pune,physiotherapist,5,31,Stage 1b: Primary type,primary_type=physiotherapist,ChIJCay6i9PBwjsRhJetfhR-axs
"CosmiKids International Preschool and Daycare, Andheri East - Best Preschool & Daycare in Andheri East",Mumbai,preschool,4.7,37,Stage 1b: Primary type,primary_type=preschool,ChIJNUHmBDjI5zsR5gz66i7RYpI
Cosmic Seniors Paradise - NGO,Delhi,association_or_organization,5,1,Stage 1b: Primary type,primary_type=association_or_organization,ChIJ-XWykZgbDTkR-_hnMc8ilQ8
CosmoDent CAD/CAM Digital Dentistry,Mumbai,dental_clinic,4.7,153,Stage 1b: Primary type,primary_type=dental_clinic,ChIJqW4s2-HH5zsRIUU9jf6sWf0
"Creative Health Tech - Modular OT & Surgical Scrub Station, OT Sink Company & Manufacturer",,manufacturer,4.3,19,Stage 1b: Primary type,primary_type=manufacturer,ChIJq6qqqtrrDDkRP6ggfdn1-OE
Critical Care Systems,Pune,store,5,2,Stage 1b: Primary type,primary_type=store,ChIJ8Y65q-u_wjsRqp0MpAxUe30
Croma - Electronic City,Bengaluru,electronics_store,4,2322,Stage 1b: Primary type,primary_type=electronics_store,ChIJq7xQivdrrjsRLQy_SEZsqmo
Croma - Koramangala,Bengaluru,electronics_store,4,6190,Stage 1b: Primary type,primary_type=electronics_store,ChIJx3jxq0MUrjsROPSwU2w8NFI
CrystalNuero Rehabilitation Center,Hyderabad,point_of_interest,5,1,Stage 1b: Primary type,primary_type=point_of_interest,ChIJYYCBz3mZyzsRYN5GWfZ2-OU
Cuddle & Care (Daycare | Tuitions),Faridabad,child_care_agency,5,5,Stage 1b: Primary type,primary_type=child_care_agency,ChIJJ8-XUVjdDDkRm7NzoVYijmE
"Cult Vasant Kunj Swimming, Indoor Heated pool",Delhi,swimming_pool,4.4,81,Stage 1b: Primary type,primary_type=swimming_pool,ChIJedG2evsdDTkRRQ75gt6xDSg
Cupping therapy in delhi,Delhi,consultant,4.6,73,Stage 1b: Primary type,primary_type=consultant,ChIJXQAf5K3iDDkRirKd6ia99VM
Curace™ Orthopedics - Dr Sunny Dole | Dr Deepak Koli | Hinjewadi,Pune,doctor,5,71,Stage 1b: Primary type,primary_type=doctor,ChIJj1SxUsW5wjsRc8FMTvLfn5s
Cygnus MLS Hospitals,Delhi,hospital,3.7,415,Stage 1b: Primary type,primary_type=hospital,ChIJC54PvF4GDTkR1MSNN8gPRGk
Célèbre Aesthetic,Ahmedabad,doctor,5,232,Stage 1b: Primary type,primary_type=doctor,ChIJNyUVoUODXjkRPVJYT2UdJa4
D&D Healthcare,Noida,manufacturer,4.3,60,Stage 1b: Primary type,primary_type=manufacturer,ChIJdXlQIyrlDDkRrd8YPuZPT4M
D. S. Research Centre,Mumbai,research_institute,4.6,138,Stage 1b: Primary type,primary_type=research_institute,ChIJ6Xwhri_I5zsRrZiXpF2NLv8
D.R. Home care ( housekeeping material supplier ),Faridabad,manufacturer,5,3,Stage 1b: Primary type,primary_type=manufacturer,ChIJTyBBWl3dDDkRsP489gLGfYA
DAVO Old Age Home (NGO),Delhi,association_or_organization,4.6,138,Stage 1b: Primary type,primary_type=association_or_organization,ChIJQ4v7dOMFDTkRqXXtOM61Nzc
DD Ten,Kolkata,hospital,3.4,114,Stage 1b: Primary type,primary_type=hospital,ChIJIw9mQOh1AjoRiDHyNciVqSc
DEFI Healthcare Pvt. Ltd.,Ahmedabad,manufacturer,,0,Stage 1b: Primary type,primary_type=manufacturer,ChIJM5jAlU6bXjkRoHkEMQB_lwo
DIGANTE the best Old Age Home in WB,,lodging,4.7,64,Stage 1b: Primary type,primary_type=lodging,ChIJk-6Q-eWT-DkR8WUQG9pPdlY
DIVOC Health,Delhi,medical_lab,4.2,114,Stage 1b: Primary type,primary_type=medical_lab,ChIJVVVVFU7hDDkRaIp-iQ2id1M
DIVYA'S PHYSIOTHERAPY WELLNESS AND REHABILITATION CENTRE,,physiotherapist,5,201,Stage 1b: Primary type,primary_type=physiotherapist,ChIJF2epKdGbyzsRl6GQg5HpdSE
DK Physiotherapy & Rehab Clinic,Bengaluru,doctor,5,131,Stage 1b: Primary type,primary_type=doctor,ChIJ1Qfx2rYVrjsRZWC1XtfcVtQ
DLF Avenue Saket,Delhi,shopping_mall,4.4,46859,Stage 1b: Primary type,primary_type=shopping_mall,ChIJBSD22fThDDkRJpO6FJVW7jo
DLF Emporio,Delhi,shopping_mall,4.6,11135,Stage 1b: Primary type,primary_type=shopping_mall,ChIJjR9T1c4dDTkRGh59T1EER_Q
DLF Promenade,Delhi,shopping_mall,4.6,48062,Stage 1b: Primary type,primary_type=shopping_mall,ChIJzTrrls4dDTkRT9TrptABm9M
DMart - Aundh,Pune,grocery_store,4.2,31419,Stage 1b: Primary type,primary_type=grocery_store,ChIJz0NSDjK_wjsRYbf3hzoT08w
DMart Electronic City,Bengaluru,hypermarket,4.2,37309,Stage 1b: Primary type,primary_type=hypermarket,ChIJba_U8IxsrjsRK4d0fwEn3KA
DOC-AT-HOME,Pune,consultant,3.5,11,Stage 1b: Primary type,primary_type=consultant,ChIJU4kI89i-wjsRPxtEEvz5zMU
DON BOSCO SNEHABHAVAN PALLURUTHY,Kochi,association_or_organization,4.6,101,Stage 1b: Primary type,primary_type=association_or_organization,ChIJR1NYI3FyCDsRA6Mca-NkIwE
DR .KAMAL KUMAR (PT) -EXPERT IN STROKE | PARALYSIS | ROBOTIC NEURO REHAB TREATMENT IN JAIPUR,Jaipur,physiotherapist,5,2,Stage 1b: Primary type,primary_type=physiotherapist,ChIJAX78G5i1bTkRxDn4Vs5SkFM
DR ABHIJIT SARKAR (PT) CDNT MIAP,,physiotherapist,4.8,134,Stage 1b: Primary type,primary_type=physiotherapist,ChIJ25S_1-Z3AjoR9VlZcsvwEHk
DR ABHINAV GUPTA,Ghaziabad,doctor,4.1,220,Stage 1b: Primary type,primary_type=doctor,ChIJc-pp8JfxDDkRAIRrURxj5Bs
DR Bhagat nursing home,,hospital,5,9,Stage 1b: Primary type,primary_type=hospital,ChIJC72Z33e55zsRXNNDrhmeGPM
DR KALPESH K SHAH - AROGYAM POST ICU CARE,Ahmedabad,doctor,5,8,Stage 1b: Primary type,primary_type=doctor,ChIJvX03ryCFXjkRnn2JzEVtx9s
DR M M Yusuf,Chennai,doctor,4.9,432,Stage 1b: Primary type,primary_type=doctor,ChIJnY5hsUFmUjoRGIxjE0zAep8
DR Shruti's Physiotherapy & Neuro-Rehab Clinic,Noida,physiotherapist,4.8,102,Stage 1b: Primary type,primary_type=physiotherapist,ChIJLQNlCHrBDDkRwXht_FjL6aA
DR TIMES HEALTH SERVICES PVT.LTD,Hyderabad,consultant,5,22,Stage 1b: Primary type,primary_type=consultant,ChIJ1cVsNs8oMagR9UWRIF3W_e4
DR. ANURAG SINGH (PT)| FOUNDER OF HEKA PREMIUM HEALTHCARE,Mumbai,physiotherapist,5,158,Stage 1b: Primary type,primary_type=physiotherapist,ChIJIezisyG75zsR5794rDqF-no
DR. SHANKAR ACHARYA,Delhi,doctor,3.8,297,Stage 1b: Primary type,primary_type=doctor,ChIJWT30OdUDDTkRYM6Dr3q-RPQ
DR. SHANKAR ACHARYA,Delhi,doctor,4.7,70,Stage 1b: Primary type,primary_type=doctor,ChIJZ8Dard0DDTkR2kV-z6XqxqQ
DR.RAMNEEK MAHAJAN,Delhi,doctor,4.6,626,Stage 1b: Primary type,primary_type=doctor,ChIJ4yyX2srjDDkRCnYoPqkMyE0
"DTE. of health services, Govt. of Delhi, Dispensary Saket PVR Complex",Delhi,government_office,3.9,36,Stage 1b: Primary type,primary_type=government_office,ChIJWT5k5vDhDDkRdxyTBro3QMA
DWC Super Speciality Centre,Bengaluru,hospital,4.3,220,Stage 1b: Primary type,primary_type=hospital,ChIJb1S33voRrjsR61MR_gIQxco
DY Patil Healthcare,Mumbai,hospital,4.7,394,Stage 1b: Primary type,primary_type=hospital,ChIJVVVVRdvD5zsR7bWgXtswBgw
"Darshak Maid Agency- Japa maid, Full time maid, Cook, Baby care, Elder care, Servant Electronic City Phase I",Bengaluru,employment_agency,1,1,Stage 1b: Primary type,primary_type=employment_agency,ChIJDy4qy8BtrjsRE_6VCIQlcO4
Datye Nursing Home,,hospital,5,1,Stage 1b: Primary type,primary_type=hospital,ChIJt6dwNbC5wjsRi0gcvXY09c8
Day Care Centres,Mumbai,child_care_agency,5,1,Stage 1b: Primary type,primary_type=child_care_agency,ChIJf0KldtfJ5zsR6VcGBdkmGfo
Day care center rohini,Delhi,child_care_agency,,0,Stage 1b: Primary type,primary_type=child_care_agency,ChIJj7Zo0WUbDTkR12pmYYS_aTk
Daya Nursing Home Care Services,Hyderabad,doctor,5,2,Stage 1b: Primary type,primary_type=doctor,ChIJFXChypKbyzsRZRnIeMvZHPk
Debts Recovery Tribunal.bangalore,Bengaluru,courthouse,3.9,26,Stage 1b: Primary type,primary_type=courthouse,ChIJTf-BnnUWrjsRXOpObFaw8fs
Deepak Nursing Home,Bengaluru,bus_stop,3.6,43,Stage 1b: Primary type,primary_type=bus_stop,ChIJKXYAb5wVrjsRLwqw12RPq8M
Deepak nursing home,Delhi,hospital,3.6,5,Stage 1b: Primary type,primary_type=hospital,ChIJKdUlfQD7DDkRl00ZlLw6yeI
Deepam Health Centre - Perungalathur,Chennai,hospital,4.6,545,Stage 1b: Primary type,primary_type=hospital,ChIJEb5JUZz1UjoR_ODA_z24Vf4
Deepam Health Centre - West Urapakkam,Chennai,hospital,4.7,190,Stage 1b: Primary type,primary_type=hospital,ChIJDVpESnv3UjoRxyUTif9J1q0
Deepam Hospitals -24 Hours Multispecialty Care,Chennai,hospital,4.3,1498,Stage 1b: Primary type,primary_type=hospital,ChIJw3m89j5fUjoRjoR6Q345aRM
Deepam Trust,Chennai,non_profit_organization,4.7,92,Stage 1b: Primary type,primary_type=non_profit_organization,ChIJGV1UuIddUjoR9rn9ncVZpqg
"Delhi Centre of Pain Care, Physiotherapy and Rehabilitation DCPR",Delhi,physiotherapist,5,197,Stage 1b: Primary type,primary_type=physiotherapist,ChIJT52mCwAfDTkRidCdc98cJJs
Delhi Christian Friend in Need (Old Age Home),Delhi,association_or_organization,3.3,4,Stage 1b: Primary type,primary_type=association_or_organization,ChIJvzMlqEIfDTkRUU9spCLaD84
Delhi Heart & Lung Institute,Delhi,general_hospital,4,986,Stage 1b: Primary type,primary_type=general_hospital,ChIJ1cuV2lz9DDkRX3rsTIU4ceQ
Delhi New born Centre,Delhi,hospital,4.1,96,Stage 1b: Primary type,primary_type=hospital,ChIJg6wU1sgDDTkRWFDhYXWQ9gY
Delhi Physiotherapy & Rehab Clinic,Delhi,physiotherapist,5,65,Stage 1b: Primary type,primary_type=physiotherapist,ChIJjXwRlZ78DDkRGjE2bTLhfz4
Delhi Pitampura Home,Delhi,association_or_organization,,0,Stage 1b: Primary type,primary_type=association_or_organization,ChIJ-VnhBAADDTkRpLvU1tP8U2c
Delvin Nursing Home,Ghaziabad,hospital,4.3,3,Stage 1b: Primary type,primary_type=hospital,ChIJ0clGB-3xDDkRJ4e8g4z0xXA
Department of Critical Care Apollo Hospitals Jubilee Hills Hyderabad,Hyderabad,hospital,,0,Stage 1b: Primary type,primary_type=hospital,ChIJD1_Arn-XyzsRf9iyD6sHKZE
Department of Geriatrics Apollo Hospitals Jubilee Hills Hyderabad,Hyderabad,hospital,3,1,Stage 1b: Primary type,primary_type=hospital,ChIJwZrziAyXyzsRqMKEKdHwd2E
Department ofPlasticSurgery,Lucknow,hospital,4.4,7,Stage 1b: Primary type,primary_type=hospital,ChIJcS4FOe79mzkRhTQSTJ8Cs9k
Desai Nursing Home,,hospital,5,1,Stage 1b: Primary type,primary_type=hospital,ChIJCzWDEfgrXDkR0HozNsOC5w0
Deshmukh Nursing Home,Pune,hospital,4.7,6,Stage 1b: Primary type,primary_type=hospital,ChIJMYxndjXBwjsRujycrmiwwfI
Deshpande Nursing Home,Mumbai,doctor,3.8,40,Stage 1b: Primary type,primary_type=doctor,ChIJoc5m1ezI5zsRl1kbomtw_PQ
Devadhar Nursing Home,,hospital,3.9,29,Stage 1b: Primary type,primary_type=hospital,ChIJFc_r1_64wjsRwLT-8zgY1AQ
Devansh nursing home care,,point_of_interest,,0,Stage 1b: Primary type,primary_type=point_of_interest,ChIJQxXjSQC5wjsR7gAg6fFtcy0
Devasya ICU Trauma Centre,Ahmedabad,hospital,4.9,137,Stage 1b: Primary type,primary_type=hospital,ChIJa4rypB6FXjkR2N3eLl8U9Do
Devdoot Food Bank,Gurugram,non_profit_organization,4.9,43,Stage 1b: Primary type,primary_type=non_profit_organization,ChIJeReU8EMZDTkR6IdQgCTuunM
Dewan Nursing Home,Delhi,hospital,4.4,7,Stage 1b: Primary type,primary_type=hospital,ChIJpaxk7kL7DDkRkgI7kwJqLgU
Dhadphale Nursing Home,Pune,hospital,,0,Stage 1b: Primary type,primary_type=hospital,ChIJ19GZSQC_wjsRJskPEy1Z6uM
Dhanwantary Medicare & Research Centre Pvt Ltd,Kolkata,pharmacy,3.5,16,Stage 1b: Primary type,primary_type=pharmacy,ChIJ39bv7jF3AjoRK2tlBCIMjTg
Dharamshila Rahat Geriatric Care Department,Delhi,doctor,4.7,7,Stage 1b: Primary type,primary_type=doctor,ChIJtXWig83lDDkR6G-AzSWn4yY
Dharmaveer Anand Dighe Heartcare Center & Urocare Center,,hospital,4.9,3501,Stage 1b: Primary type,primary_type=hospital,ChIJTecgro255zsRP3iZIWDnVsk
Dhatree Healthcare Pvt Ltd,Hyderabad,consultant,5,26,Stage 1b: Primary type,primary_type=consultant,ChIJp7pwm6SRyzsRZQw5sf0Y_uI
Dialysis centre,Delhi,hospital,2.5,2,Stage 1b: Primary type,primary_type=hospital,ChIJabELrL0bDTkRdf8uWldt-NU
"Dignity Dementia Day Care Centre, Mumbai",Mumbai,non_profit_organization,4.7,32,Stage 1b: Primary type,primary_type=non_profit_organization,ChIJ3TQZcWHJ5zsRyFmfP9loOBU
Dignity Senior Citizen's Day Care Centre,Mumbai,association_or_organization,5,2,Stage 1b: Primary type,primary_type=association_or_organization,ChIJVfZ8A5635zsR4xgevQHPxj8
"Discoveryland, Satellite",Ahmedabad,school,4.9,286,Stage 1b: Primary type,primary_type=school,ChIJizaSkIubXjkRAokPIPOhdwM
Disha Polyclinic & Nursing Home,Mumbai,hospital,3.8,120,Stage 1b: Primary type,primary_type=hospital,ChIJDztXxR_G5zsRz3yuQAOJIvQ
Distribution House,Ahmedabad,store,4.5,101,Stage 1b: Primary type,primary_type=store,ChIJ____P_WEXjkRG8O5uNZXoWs
"District Disability Rehabilitation Centre, Pune",Pune,non_profit_organization,4.3,6,Stage 1b: Primary type,primary_type=non_profit_organization,ChIJYwkHGly5wjsRHZhKI1lY98s
Divine Banjara - AMN,Hyderabad,apartment_building,4.5,17,Stage 1b: Primary type,primary_type=apartment_building,ChIJlQFRideWyzsR_9I9KjxjvxY
Divine Care,Delhi,association_or_organization,5,8,Stage 1b: Primary type,primary_type=association_or_organization,ChIJ-_IWdqvkDDkR931zIO6BH2I
Divine Medical Centre,Ghaziabad,hospital,4.7,248,Stage 1b: Primary type,primary_type=hospital,ChIJ581sVfXxDDkRcF7VJdo6VLc
"Divine Physiotherapy Neuro and Ortho Rehabilitation Centre nehar paar, Faridabad",Faridabad,physiotherapist,4.7,39,Stage 1b: Primary type,primary_type=physiotherapist,ChIJgzjhdhTdDDkRCQ2K-7Md7mE
Divine Power | Holistic Therapy | Women's Health & Wellness in Mumbai,Mumbai,consultant,5,36,Stage 1b: Primary type,primary_type=consultant,ChIJiUkbZeO35zsRY8CqD_xbxKg
Dmac physiotherapy and rehab clinic,Chennai,physiotherapist,5,22,Stage 1b: Primary type,primary_type=physiotherapist,ChIJLU4EIktdUjoRhh7JRRW5tSw
DocOnline Health India Pvt Ltd,Hyderabad,consultant,4.5,78,Stage 1b: Primary type,primary_type=consultant,ChIJSQ36Nd-TyzsRR8yIW-m9rHA
Docthub,Ahmedabad,corporate_office,4.6,211,Stage 1b: Primary type,primary_type=corporate_office,ChIJxwMVkpTNWTkR7hoEC5PJ4k4
Doctor At Home-Medipulse,Delhi,hospital,5,3,Stage 1b: Primary type,primary_type=hospital,ChIJNfmUmwUBDTkR21aKO26djoo
Doctor Home care,Delhi,consultant,,0,Stage 1b: Primary type,primary_type=consultant,ChIJ26Xp-pbjDDkRjFnbxWBDQ_0
Doctor Visit At Home by Indrashila Healthcare Pvt.Ltd,Ghaziabad,hospital,5,1,Stage 1b: Primary type,primary_type=hospital,ChIJwdF0XQD7DDkRB5vwZ4TKWgI
Doctor at home,Delhi,doctor,5,3,Stage 1b: Primary type,primary_type=doctor,ChIJ_d_m90sDDTkR5W7W8yxmSo8
Doctor at home services,Delhi,doctor,,0,Stage 1b: Primary type,primary_type=doctor,ChIJea0lfQDjDDkR-u1sIpiyhZo
Doctor for home visit,Mumbai,doctor,5,3,Stage 1b: Primary type,primary_type=doctor,ChIJB17rwyix5zsR4P6B8PqRedw
Doctors House -CP,Delhi,hospital,5,179,Stage 1b: Primary type,primary_type=hospital,ChIJ6TxKABD9DDkR6X1BVptdrBQ
Doctors Quarters (Senior Officers Residency),,apartment_complex,4.2,5,Stage 1b: Primary type,primary_type=apartment_complex,ChIJSxkaxn93AjoRv6QVO57i1OA
Docttocare,Bengaluru,consultant,4.2,11,Stage 1b: Primary type,primary_type=consultant,ChIJb_kfFgkVrjsRsu3bKbxjY4w
Doddathogur electronic City,Bengaluru,association_or_organization,5,1,Stage 1b: Primary type,primary_type=association_or_organization,ChIJDQ3arSxtrjsRzFwgiX_l3r8
Dolly pet day care home,Delhi,pet_boarding_service,5,54,Stage 1b: Primary type,primary_type=pet_boarding_service,ChIJo31DNwADDTkRUBpr6eh9gmY
Dolphin Pod,Delhi,preschool,4.4,42,Stage 1b: Primary type,primary_type=preschool,ChIJr-R0BTIcDTkRzEVpTbinJSA
Don Bosco boys home,Kochi,association_or_organization,4.8,72,Stage 1b: Primary type,primary_type=association_or_organization,ChIJlbXhnyFzCDsRTU7f9cCn2wg
Doss India,Pune,doctor,4.9,73,Stage 1b: Primary type,primary_type=doctor,ChIJGUKNCljAwjsRpOkmHaK_EH0
Downtown Mall - New Town,,shopping_mall,4.1,12163,Stage 1b: Primary type,primary_type=shopping_mall,ChIJi3EM_851AjoRh_2duTvoEyE
Dr A. Jain,Mumbai,physiotherapist,5,217,Stage 1b: Primary type,primary_type=physiotherapist,ChIJR9kBpH-35zsRl60VPCVXdWk
Dr Aastha Likhyani,Chandigarh,doctor,4.7,23,Stage 1b: Primary type,primary_type=doctor,ChIJs8xqK-7tDzkR4RlZIVDJnns
Dr Abhijit Vaidya's Sanjeevani Cardiac Care Center,Pune,doctor,4.9,128,Stage 1b: Primary type,primary_type=doctor,ChIJJwuvqRLAwjsRSm2qq0XT2uQ
Dr Abhilash Nali,Hyderabad,doctor,4.9,156,Stage 1b: Primary type,primary_type=doctor,ChIJZ_my75CTyzsRpmzBtutJBNM
Dr Abhinav Kesarwani - Varicose Veins Specialist in Pune | Varicose Veins Doctor in Pune | Varicose Veins Specialist in PCMC,Pune,doctor,5,129,Stage 1b: Primary type,primary_type=doctor,ChIJN7DhxWDJwjsRLN62VuR2YSs
Dr Abhishek Massey (PT),Delhi,physiotherapist,4.1,13,Stage 1b: Primary type,primary_type=physiotherapist,ChIJVYdi7tUdDTkR5HXdYNhgvsg
Dr Adarsh Patel,Ahmedabad,doctor,4.9,94,Stage 1b: Primary type,primary_type=doctor,ChIJ7yFqtxuDXjkRf7Z7p6YoBY0
Dr Aditya Bhati,Delhi,doctor,4.9,41,Stage 1b: Primary type,primary_type=doctor,ChIJgVrcr84dDTkRmPZqO_sNog0
Dr Aditya Sarin,Delhi,doctor,5,194,Stage 1b: Primary type,primary_type=doctor,ChIJlS-s-SQDDTkRSM40uOUSHk0
Dr Ajay Chauhan,Noida,doctor,4.9,45,Stage 1b: Primary type,primary_type=doctor,ChIJPbgG0YHrDDkRqTPEFxa5Emc
Dr Ajay Kothari,Pune,doctor,4.9,874,Stage 1b: Primary type,primary_type=doctor,ChIJ2cW-8IfAwjsR1F0fdOnQWaw
Dr Ajesh Raj Saksena | Best Cancer Specialist in Hyderabad,Hyderabad,doctor,5,277,Stage 1b: Primary type,primary_type=doctor,ChIJ8wrQal2XyzsRNeSUUL7m2XA
Dr Ajit Raval,Ahmedabad,doctor,4.7,17,Stage 1b: Primary type,primary_type=doctor,ChIJ____P_iEXjkRZMy6TnH3K6g
Dr Akhil Tawari,Mumbai,doctor,4.9,114,Stage 1b: Primary type,primary_type=doctor,ChIJVVGz2oGx5zsRvaNtJo2bT2I
"Dr Amit Shah's Neurology Clinic, Goregaon West",Mumbai,doctor,4.3,224,Stage 1b: Primary type,primary_type=doctor,ChIJlZy_70225zsRvnIlrihzvy0
Dr Amit Tomar PT / Brain And Spine specialist,Delhi,physiotherapist,4.9,87,Stage 1b: Primary type,primary_type=physiotherapist,ChIJg0mQqTUHDTkRMrnSrv0ad9E
Dr Amol Jawale,Pune,doctor,4.9,234,Stage 1b: Primary type,primary_type=doctor,ChIJETwgMHi5wjsRigntmn6zkM8
"Dr Anand Shukla ( TOP PHYSIOTHERAPIST IN NEW DELHI ) 14+ Years of Total Experience, Fellowship in Neurorehabilitation",Delhi,physiotherapist,4.8,22,Stage 1b: Primary type,primary_type=physiotherapist,ChIJIYAiaPfhDDkRG1VnbUVHvOI
Dr Anjana Kachru,Pune,physiotherapist,5,129,Stage 1b: Primary type,primary_type=physiotherapist,ChIJ3xXwiNe5wjsRP0wPiaWX57s
Dr Ankit Mittal | Infectious Diseases Specialist,Hyderabad,doctor,4.9,68,Stage 1b: Primary type,primary_type=doctor,ChIJpToD-NWTyzsRaEciONysr98
Dr Ankit Tanwar,Noida,physiotherapist,5,239,Stage 1b: Primary type,primary_type=physiotherapist,ChIJL6b8wYnrDDkROVkyYLjonpE
Dr Ankita Sabharwal,Delhi,doctor,4.9,63,Stage 1b: Primary type,primary_type=doctor,ChIJwVIJzoYDDTkRw3yuL7baWHA
Dr Anoop G Mohan,Kochi,doctor,5,11,Stage 1b: Primary type,primary_type=doctor,ChIJW2jCNx4NCDsRCLn9fVdKbBs
Dr Anupam Golash,Kolkata,doctor,4.6,24,Stage 1b: Primary type,primary_type=doctor,ChIJ18MbDlt3AjoR3-LF08iGkts
Dr Aparna Govil Bhasker,Mumbai,doctor,5,81,Stage 1b: Primary type,primary_type=doctor,ChIJjYaUmhrO5zsR4tn3nfUwzG0
Dr Apoorva Patwardhan,,doctor,5,1150,Stage 1b: Primary type,primary_type=doctor,ChIJO5bIecG5wjsRLcbK0Nv7GLc
Dr Arghya Basu,Kolkata,doctor,4.8,557,Stage 1b: Primary type,primary_type=doctor,ChIJ424IFMd3AjoRrhGk6hC88ys
Dr Arindam Dutta,Kolkata,doctor,4.5,157,Stage 1b: Primary type,primary_type=doctor,ChIJS411lPB3AjoRIYWj0CzRDX4
Dr Aseem Dhall,Delhi,doctor,4.8,83,Stage 1b: Primary type,primary_type=doctor,ChIJuW0Xsq8dDTkRFVsnjLh-lpU
Dr Ashish Bhanot,Delhi,doctor,4.9,322,Stage 1b: Primary type,primary_type=doctor,ChIJV_VLvsrjDDkRINcnxGFfmfg
Dr Ashish Saini,Delhi,doctor,4.7,376,Stage 1b: Primary type,primary_type=doctor,ChIJO3hQfDTiDDkRX5n0P7dq71U
Dr Aswini Kumar Myneni,Hyderabad,doctor,5,256,Stage 1b: Primary type,primary_type=doctor,ChIJ0fTRrumXyzsRzEK2aRQxOeY
Dr At Doorstep | Best Medical Home Treatment In Ahmedabad,Ahmedabad,doctor,4.8,121,Stage 1b: Primary type,primary_type=doctor,ChIJ-dx9oCaFXjkRKSAFg6LEYKY
"Dr Awesh Endocrinologist, Anand Sagar Nursing Home",Mumbai,doctor,4.8,6,Stage 1b: Primary type,primary_type=doctor,ChIJw3h1pgjB5zsRJTErX974rAo
Dr Bachan Singh Barthwal,Delhi,doctor,4.9,199,Stage 1b: Primary type,primary_type=doctor,ChIJBZqzM9T7DDkRlIDbhbQY-CQ
Dr Baliga Nursing Home & Goregaon Polyclinic,Mumbai,hospital,3.9,40,Stage 1b: Primary type,primary_type=hospital,ChIJ5f3S3Um25zsRfYPVIpiqpFo
Dr Bharat Bhardwaj,Faridabad,physiotherapist,4.9,74,Stage 1b: Primary type,primary_type=physiotherapist,ChIJAXYOSwDdDDkRbNGNEKIzx8I
Dr Bimal Kumar Mondal,Kolkata,doctor,4.8,265,Stage 1b: Primary type,primary_type=doctor,ChIJezKm9n53AjoRUTi48t_qb6w
